data,tags
 ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll KernelBase.dll msvcrt.dll winbrand.dll user32.dll gdi32.dll lpk.dll usp10.dll wkscli.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll imm32.dll imm32.dll msctf.dll apphelp.dll ntdll.dll ntdll.dll wow64.dll wow64win.dll ole32.dll wow64cpu.dll System.Data.OracleClient.dll imm32.dll msisip.dll kernel32.dll rpcrt4.dll kernel32.dll kernel32.dll usp10.dll user32.dll kernel32.dll KernelBase.dll msvcrt.dll ole32.dll gdi32.dll user32.dll advapi32.dll sechost.dll rpcrt4.dll lpk.dll msjint40.dll sspicli.dll cryptbase.dll lpk.dll usp10.dll imm32.dll user32.dll msctf.dll clbcatq.dll oleaut32.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll uxtheme.dll shell32.dll shlwapi.dll actxprxy.dll comctl32.dll,normal
 ntdll.dll NlsLexicons0414.dll ntdll.dll user32.dll wow64.dll wow64win.dll kernel32.dll wow64cpu.dll kernel32.dll combase.dll kernel32.dll kernel32.dll user32.dll kernel32.dll gdi32.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll msvcr120_clr0400.dll Wldap32.dll mscoree.dll ole32.dll gdi32.dll user32.dll lpk.dll usp10.dll oleaut32.dll imm32.dll cryptsp.dll msctf.dll System.XML.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll clbcatq.dll sxs.dll mscoreei.dll clr.dll shlwapi.dll mscorlib.ni.dll clrjit.dll System.ni.dll Microsoft.PowerShell.Commands.Management.ni.dll version.dll System.Web.Services.ni.dll System.Web.Services.dll msasn1.dll System.Web.Services.dll mscorlib.dll gdi32.dll mscorlib.dll System.dll System.dll System.EnterpriseServices.ni.dll System.Xml.ni.dll System.Xml.dll System.Xml.dll System.Core.ni.dll System.Web.ni.dll System.Web.dll System.Web.dll System.Core.dll libeay32.dll System.Core.dll System.Configuration.ni.dll System.Configuration.dll System.Configuration.dll System.DirectoryServices.ni.dll System.DirectoryServices.dll System.DirectoryServices.dll System.Data.ni.dll System.Design.ni.dll System.Data.dll usp10.dll System.Data.dll System.Data.dll,normal
 sechost.dll ntdll.dll kernel32.dll imm32.dll KernelBase.dll gpapi.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll user32.dll gdi32.dll lpk.dll comctl32.dll shlwapi.dll imm32.dll ole32.dll oleaut32.dll shell32.dll usp10.dll cryptbase.dll sppcommdlg.dll msctf.dll usp10.dll logoncli.dll winbrand.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll slc.dll sppc.dll iertutil.dll clbcatq.dll crypt32.dll msasn1.dll winhttp.dll webio.dll NapiNSP.dll ws2_32.dll nsi.dll msvcr80.dll kernel32.dll cfgmgr32.dll msi.dll slwga.dll sppcomapi.dll sxs.dll uxtheme.dll sppcext.dll WinSCard.dll rasapi32.dll rasman.dll setupapi.dll System.dll dwmapi.dll devobj.dll tapi32.dll wtsapi32.dll cryptui.dll duser.dll xmllite.dll oleacc.dll imecfm.dll version.dll,normal
 ntdll.dll msvcr120_clr0400.dll kernel32.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll user32.dll gdi32.dll lpk.dll usp10.dll netapi32.dll msctf.dll imm32.dll ole32.dll oleaut32.dll tquery.dll shlwapi.dll imm32.dll vm3dum64.dll msctf.dll msshooks.dll mscoree.dll mscoreei.dll cryptbase.dll clbcatq.dll user32.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll mssprxy.dll mlang.dll ntdll.dll nlhtml.dll ntdll.dll kernel32.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll gdi32.dll user32.dll lpk.dll usp10.dll ole32.dll msimg32.dll wmsgapi.dll wtsapi32.dll winmm.dll userenv.dll profapi.dll winsta.dll crypt32.dll aelupsvc.dll msasn1.dll MsCtfMonitor.dll msctf.dll imm32.dll ntdll.dll msutb.dll user32.dll comctl32.dll shlwapi.dll ncrypt.dll secur32.dll sspicli.dll SMdiagnostics.dll KernelBase.dll shell32.dll cryptbase.dll uxtheme.dll wintrust.dll cryptsp.dll rsaenh.dll imagehlp.dll bcrypt.dll bcryptprimitives.dll ncrypt.dll gpapi.dll cryptnet.dll SHCore.dll Wldap32.dll SensApi.dll oleaut32.dll ole32.dll version.dll clbcatq.dll oleaut32.dll urlmon.dll api-ms-win-downlevel-ole32-l1-1-0.dll api-ms-win-downlevel-shlwapi-l1-1-0.dll api-ms-win-downlevel-advapi32-l1-1-0.dll api-ms-win-downlevel-user32-l1-1-0.dll api-ms-win-downlevel-version-l1-1-0.dll api-ms-win-downlevel-normaliz-l1-1-0.dll normaliz.dll iertutil.dll wininet.dll,normal
 ntdll.dll kernel32.dll KernelBase.dll advapi32.dll System.DirectoryServices.ni.dll System.ni.dll msvcrt.dll sechost.dll rpcrt4.dll msctf.dll gdi32.dll user32.dll advapi32.dll lpk.dll usp10.dll mscorlib.dll ole32.dll msimg32.dll wmsgapi.dll mscorwks.dll wtsapi32.dll msvcr120_clr0400.dll advapi32.dll kernel32.dll winmm.dll userenv.dll profapi.dll winsta.dll crypt32.dll cryptsp.dll msasn1.dll sxs.dll MsCtfMonitor.dll msctf.dll imm32.dll msutb.dll comctl32.dll shlwapi.dll user32.dll secur32.dll sspicli.dll shell32.dll cryptbase.dll uxtheme.dll wintrust.dll cryptsp.dll rsaenh.dll imagehlp.dll mpr.dll bcrypt.dll bcryptprimitives.dll ncrypt.dll gpapi.dll cryptnet.dll apphelp.dll Wldap32.dll SensApi.dll version.dll clbcatq.dll dbghelp.dll oleaut32.dll urlmon.dll api-ms-win-downlevel-ole32-l1-1-0.dll api-ms-win-downlevel-shlwapi-l1-1-0.dll api-ms-win-downlevel-advapi32-l1-1-0.dll api-ms-win-downlevel-user32-l1-1-0.dll api-ms-win-downlevel-version-l1-1-0.dll api-ms-win-downlevel-normaliz-l1-1-0.dll normaliz.dll iertutil.dll wininet.dll ntdll.dll kernel32.dll KernelBase.dll wshqos.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll ole32.dll gdi32.dll user32.dll lpk.dll msjter40.dll usp10.dll imm32.dll msctf.dll oleaut32.dll srvcli.dll SensApi.dll wdscore.dll shell32.dll shlwapi.dll dbghelp.dll cryptbase.dll version.dll crypt32.dll secur32.dll CbsCore.dll msasn1.dll wintrust.dll ncrypt.dll userenv.dll profapi.dll ktmw32.dll dpx.dll dpx.dll dpx.dll KernelBase.dll wcp.dll setupapi.dll cfgmgr32.dll devobj.dll mpr.dll DrUpdate.dll srclient.dll spp.dll vssapi.dll atl.dll winhttp.dll webio.dll winhttp.dll webio.dll SensApi.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll clbcatq.dll vsstrace.dll wrpint.dll sxsstore.dll sqmapi.dll CbsApi.dll smipi.dll smiengine.dll,normal
 ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll sxs.dll rpcrt4.dll kernel32.dll sspicli.dll rpcrt4.dll cryptbase.dll msvcr120_clr0400.dll mscoree.dll ole32.dll gdi32.dll user32.dll lpk.dll usp10.dll oleaut32.dll imm32.dll msctf.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll clbcatq.dll sxs.dll mscoreei.dll clr.dll shlwapi.dll mscorlib.ni.dll clrjit.dll version.dll mscorlib.dll msi.dll ntdll.dll gdi32.dll Microsoft.Management.Infrastructure.CimCmdlets.dll Microsoft.Management.Infrastructure.CimCmdlets.dll mscorlib.dll System.ServiceModel.Internals.ni.dll System.Management.Automation.dll wow64cpu.dll System.Management.Automation.dll System.ni.dll System.Core.ni.dll Microsoft.Management.Infrastructure.ni.dll System.dll System.dll kernel32.dll System.Core.dll System.Core.dll Microsoft.Management.Infrastructure.Native.dll Microsoft.Management.Infrastructure.Native.dll System.Xml.ni.dll oleacc.dll System.Xml.dll System.Xml.dll System.Numerics.ni.dll System.Numerics.dll user32.dll System.Numerics.dll ws2_32.dll System.Security.ni.dll System.Security.dll System.Security.dll System.Configuration.ni.dll System.Configuration.dll System.Configuration.dll ntdll.dll ntdll.dll wow64.dll wow64win.dll System.Security.dll wow64cpu.dll kernel32.dll SensApi.dll kernel32.dll kernel32.dll user32.dll rpcrt4.dll cryptsp.dll kernel32.dll KernelBase.dll msvcrt.dll winbrand.dll user32.dll msvcrt.dll gdi32.dll lpk.dll usp10.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll imm32.dll msctf.dll apphelp.dll,normal
 ntdll.dll ntdll.dll wow64.dll mscoree.dll wow64win.dll wow64cpu.dll usp10.dll kernel32.dll kernel32.dll kernel32.dll user32.dll sspicli.dll kernel32.dll KernelBase.dll oleaut32.dll System.Runtime.Caching.dll lpk.dll ole32.dll msvcrt.dll gdi32.dll user32.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll lpk.dll usp10.dll msimg32.dll version.dll mpr.dll comctl32.dll msvcrt.dll shell32.dll shlwapi.dll wsock32.dll ws2_32.dll kernel32.dll nsi.dll netapi32.dll netutils.dll srvcli.dll wkscli.dll imm32.dll msctf.dll,normal
 ntdll.dll kernel32.dll KernelBase.dll cabinet.dll wbemsvc.dll user32.dll gdi32.dll lpk.dll usp10.dll msvcrt.dll oleaut32.dll ole32.dll rpcrt4.dll mscorlib.dll bcrypt.dll user32.dll ws2_32.dll nsi.dll sechost.dll advapi32.dll imm32.dll msctf.dll cryptbase.dll mscorjit.dll Wldap32.dll ntmarta.dll clbcatq.dll cryptsp.dll rsaenh.dll kernel32.dll RpcRtRemote.dll wevtapi.dll shlwapi.dll secur32.dll cryptdll.dll shell32.dll dnsapi.dll cfgmgr32.dll netutils.dll srvcli.dll kbdnec.dll sysmain.dll setupapi.dll imageres.dll devobj.dll winsta.dll logoncli.dll version.dll mscoree.dll mscoreei.dll clr.dll clr.dll clr.dll sechost.dll System.Web.dll clr.dll clr.dll clr.dll ehiProxy.ni.dll clr.dll clr.dll uxtheme.dll clr.dll clr.dll clr.dll clr.dll clr.dll Microsoft.Powershell.Workflow.ServiceCore.dll winnsi.dll clr.dll clr.dll rpcrt4.dll winmm.dll clr.dll ntdll.dll clr.dll clr.dll wow64.dll clr.dll clr.dll cryptsp.dll clr.dll clr.dll urlmon.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll msvcr120_clr0400.dll ntmarta.dll netapi32.dll wkscli.dll winnsi.dll wtsapi32.dll rasman.dll atl.dll comctl32.dll GdiPlus.dll lsasrv.dll ktmw32.dll samcli.dll pcwum.dll ntdsapi.dll oleaut32.dll ntdll.dll System.Xml.ni.dll browcli.dll wbemprox.dll setupapi.dll wbemcomn2.dll fastprox.dll clusapi.dll resutils.dll wbemsvc.dll wmiutils.dll ncobjapi.dll loadperf.dll msdtcprx.dll mtxclu.dll bitsperf.dll WmiPerfClass.dll pdh.dll wmiprov.dll wbemcomn.dll netfxperf.dll PerfCounter.dll CORPerfMonExt.dll aspnet_counters.dll Aspnet_perf.dll Aspnet_perf.dll Aspnet_perf.dll esentprf.dll msdtcuiu.dll msscntrs.dll vcruntime140.dll api-ms-win-crt-runtime-l1-1-0.dll ucrtbase.dll api-ms-win-core-timezone-l1-1-0.dll api-ms-win-core-file-l2-1-0.dll api-ms-win-core-localization-l1-2-0.dll api-ms-win-core-synch-l1-2-0.dll api-ms-win-core-processthreads-l1-1-1.dll api-ms-win-core-file-l1-2-0.dll api-ms-win-crt-string-l1-1-0.dll clr.dll api-ms-win-crt-heap-l1-1-0.dll api-ms-win-crt-stdio-l1-1-0.dll api-ms-win-crt-convert-l1-1-0.dll user32.dll msvcp140.dll api-ms-win-crt-locale-l1-1-0.dll api-ms-win-crt-math-l1-1-0.dll api-ms-win-crt-multibyte-l1-1-0.dll api-ms-win-crt-time-l1-1-0.dll api-ms-win-crt-filesystem-l1-1-0.dll api-ms-win-crt-environment-l1-1-0.dll api-ms-win-crt-utility-l1-1-0.dll Mso20win32client.dll perfdisk.dll perfnet.dll perfos.dll perfproc.dll rasctrs.dll SensApi.dll msctf.dll tapiperf.dll perfctrs.dll perfts.dll utildll.dll usbperf.dll WmiApRpl.dll tquery.dll clr.dll clr.dll clr.dll clr.dll rpcrt4.dll cryptbase.dll clr.dll clr.dll clr.dll clr.dll shell32.dll mscorsec.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll sechost.dll clr.dll clr.dll System.EnterpriseServices.dll clr.dll clr.dll clr.dll smiengine.dll clr.dll clr.dll clr.dll System.Web.RegularExpressions.dll clr.dll clr.dll clr.dll secur32.dll atl.dll ktmw32.dll shell32.dll msvcrt.dll dnsapi.dll cryptdll.dll GdiPlus.dll perfproc.dll advapi32.dll netapi32.dll netutils.dll srvcli.dll wkscli.dll netfxperf.dll wtsapi32.dll setupapi.dll devobj.dll bitsperf.dll winnsi.dll esentprf.dll winsta.dll oleaut32.dll samcli.dll msdtcuiu.dll msdtcprx.dll lpk.dll mtxclu.dll lpk.dll clusapi.dll resutils.dll msscntrs.dll perfdisk.dll mscoreei.dll System.Security.ni.dll tquery.dll perfnet.dll browcli.dll user32.dll perfos.dll netfxperf.dll clr.dll clr.dll clr.dll clr.dll imagehlp.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll UIAutomationProvider.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll Microsoft.PowerShell.Commands.Management.ni.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll bitsperf.dll esentprf.dll secur32.dll msdtcuiu.dll msdtcprx.dll mtxclu.dll clusapi.dll cryptdll.dll resutils.dll shell32.dll msscntrs.dll GdiPlus.dll perfdisk.dll sysmain.dll ntdll.dll rasctrs.dll tapiperf.dll WindowsBase.ni.dll System.Xml.ni.dll perfctrs.dll mscorlib.dll perfts.dll utildll.dll logoncli.dll usbperf.dll WmiApRpl.dll kernel32.dll System.Design.ni.dll loadperf.dll CORPerfMonExt.dll wtsapi32.dll atl.dll ktmw32.dll gdi32.dll msasn1.dll dnsapi.dll perfnet.dll dhcpcsvc6.dll netapi32.dll wow64.dll netutils.dll srvcli.dll wkscli.dll browcli.dll perfos.dll ServDeps.dll perfproc.dll sysmain.dll setupapi.dll devobj.dll rasctrs.dll tapiperf.dll perfctrs.dll winnsi.dll cryptbase.dll perfts.dll winsta.dll utildll.dll samcli.dll logoncli.dll usbperf.dll System.Net.Http.ni.dll WmiApRpl.dll loadperf.dll tquery.dll netfxperf.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll SensApi.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll clr.dll cryptsp.dll clr.dll kernel32.dll clr.dll clr.dll version.dll usp10.dll CORPerfMonExt.dll secur32.dll winmm.dll wtsapi32.dll bitsperf.dll esentprf.dll cryptdll.dll ktmw32.dll msdtcuiu.dll atl.dll dnsapi.dll msdtcprx.dll mtxclu.dll clusapi.dll resutils.dll shell32.dll msscntrs.dll System.Data.Entity.Design.dll GdiPlus.dll kernel32.dll perfdisk.dll perfproc.dll perfnet.dll netapi32.dll netutils.dll srvcli.dll wkscli.dll browcli.dll PresentationCore.ni.dll winnsi.dll perfos.dll sysmain.dll loadperf.dll setupapi.dll devobj.dll sspicli.dll wrpint.dll rasctrs.dll tapiperf.dll perfctrs.dll perfts.dll winsta.dll utildll.dll samcli.dll cryptbase.dll logoncli.dll usbperf.dll dui70.dll WmiApRpl.dll tquery.dll mscorwks.dll mscorwks.dll mscorwks.dll msvcr80.dll ntdll.dll kernel32.dll ole32.dll KernelBase.dll ole32.dll dhcpcsvc.dll msvcrt.dll gdi32.dll user32.dll lpk.dll usp10.dll wintrust.dll rpcrt4.dll oleaut32.dll advapi32.dll sechost.dll ws2_32.dll nsi.dll imm32.dll msctf.dll cryptbase.dll secur32.dll sspicli.dll RpcRtRemote.dll Wldap32.dll clbcatq.dll shlwapi.dll cryptdll.dll bcrypt.dll cryptsp.dll mswsock.dll dnsapi.dll credssp.dll sspicli.dll version.dll ntmarta.dll FirewallAPI.dll winmm.dll comres.dll ktmw32.dll clusapi.dll resutils.dll xolehlp.dll msdtcprx.dll mtxclu.dll msdtctm.dll msdtclog.dll msdtcVSp1res.dll mtxoci.dll,normal
 upnphost.dll powrprof.dll,normal
 System.Data.SqlXml.dll ntdll.dll UIAutomationProvider.dll kernel32.dll secur32.dll KernelBase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll gdi32.dll user32.dll lpk.dll usp10.dll msswch.dll winmm.dll api-ms-win-core-timezone-l1-1-0.dll dwmapi.dll GdiPlus.dll ole32.dll oleacc.dll oleaut32.dll shlwapi.dll mscorlib.ni.dll wmsgapi.dll duser.dll RpcRtRemote.dll advapi32.dll uxtheme.dll imm32.dll msctf.dll cryptbase.dll dui70.dll comctl32.dll xmllite.dll clbcatq.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll cfgmgr32.dll tabskb.dll WindowsCodecs.dll,normal
 ntdll.dll kernel32.dll oleaut32.dll DrUpdate.dll lpk.dll rsaenh.dll advapi32.dll imm32.dll ole32.dll ws2_32.dll Microsoft.Build.Conversion.v3.5.ni.dll sechost.dll clbcatq.dll nsi.dll user32.dll msvcrt.dll advapi32.dll msctf.dll gdi32.dll usp10.dll Wldap32.dll rpcrt4.dll devobj.dll cfgmgr32.dll user32.dll KernelBase.dll KernelBase.dll crypt32.dll msasn1.dll RpcRtRemote.dll cryptbase.dll sspicli.dll secur32.dll srvcli.dll DrUpdate.dll rpcrt4.dll bcrypt.dll cryptsp.dll dnsapi.dll logoncli.dll schannel.dll rsaenh.dll netutils.dll credssp.dll winsta.dll setupapi.dll powrprof.dll ntmarta.dll netapi32.dll wkscli.dll winnsi.dll dhcpcsvc6.dll dhcpcsvc.dll wtsapi32.dll dsrole.dll winbrand.dll samcli.dll ntdsapi.dll System.Core.ni.dll gdi32.dll urlmon.dll browcli.dll wbemprox.dll wbemcomn2.dll fastprox.dll wbemsvc.dll wmiutils.dll ncobjapi.dll cimwin32.dll framedynos.dll security.dll cscapi.dll schedcli.dll wmi.dll user32.dll ws2_32.dll wbemcomn.dll msvcr120_clr0400.dll SensApi.dll wsock32.dll wevtapi.dll ntevt.dll provthrd.dll msvcirt.dll perfos.dll CbsApi.dll wmipcima.dll CbsApi.dll CbsApi.dll netapi32.dll netutils.dll srvcli.dll samcli.dll logoncli.dll dsrole.dll browcli.dll schedcli.dll userenv.dll profapi.dll vdswmi.dll lpk.dll shlwapi.dll msutb.dll shell32.dll dskquota.dll,normal
 ntdll.dll System.Design.dll kernel32.dll KernelBase.dll advapi32.dll ole32.dll msvcrt.dll System.Runtime.Serialization.Formatters.Soap.dll sechost.dll rpcrt4.dll gdi32.dll user32.dll lpk.dll usp10.dll msswch.dll winmm.dll dwmapi.dll GdiPlus.dll ole32.dll oleacc.dll oleaut32.dll shlwapi.dll wmsgapi.dll msvcrt.dll duser.dll uxtheme.dll imm32.dll msctf.dll,normal
 ole32.dll wtsapi32.dll KernelBase.dll userenv.dll winsta.dll crypt32.dll msasn1.dll msctf.dll comctl32.dll sechost.dll shlwapi.dll ntdll.dll secur32.dll mscorjit.dll System.Xml.ni.dll ole32.dll sspicli.dll shell32.dll kernel32.dll cryptbase.dll uxtheme.dll KernelBase.dll advapi32.dll msado15.dll msvcrt.dll sechost.dll wintrust.dll cryptsp.dll rsaenh.dll bcrypt.dll rpcrt4.dll kernel32.dll bcryptprimitives.dll ncrypt.dll gdi32.dll user32.dll System.ServiceModel.dll lpk.dll usp10.dll msimg32.dll Wldap32.dll ntdll.dll version.dll clbcatq.dll oleaut32.dll wmsgapi.dll api-ms-win-downlevel-ole32-l1-1-0.dll api-ms-win-downlevel-shlwapi-l1-1-0.dll api-ms-win-downlevel-advapi32-l1-1-0.dll clrjit.dll api-ms-win-downlevel-user32-l1-1-0.dll api-ms-win-downlevel-version-l1-1-0.dll api-ms-win-downlevel-normaliz-l1-1-0.dll normaliz.dll iertutil.dll wininet.dll winmm.dll profapi.dll dwmapi.dll MsCtfMonitor.dll imm32.dll msutb.dll imagehlp.dll gpapi.dll cryptnet.dll ntdll.dll kernel32.dll urlmon.dll msisip.dll wshext.dll comdlg32.dll pwrshsip.dll shell32.dll ntdll.dll kernel32.dll KernelBase.dll msvcrt.dll sechost.dll ieframe.dll cryptbase.dll rpcrt4.dll atl.dll user32.dll wininet.dll gdi32.dll lpk.dll usp10.dll vsstrace.dll advapi32.dll ole32.dll cryptsp.dll rsaenh.dll RpcRtRemote.dll oleaut32.dll vssapi.dll virtdisk.dll fltLib.dll imm32.dll gdi32.dll msctf.dll cryptbase.dll clbcatq.dll vss_ps.dll swprv.dll,normal
 ntdll.dll,normal
 wmsgapi.dll,normal
 msi.dll ntdll.dll kernel32.dll lpk.dll user32.dll imm32.dll ws2_32.dll System.Numerics.dll sechost.dll nsi.dll user32.dll msvcrt.dll advapi32.dll msctf.dll gdi32.dll usp10.dll msvcrt.dll rpcrt4.dll wshext.dll KernelBase.dll CbsApi.dll ole32.dll profapi.dll RpcRtRemote.dll winsta.dll cryptbase.dll apphelp.dll sspicli.dll scext.dll secur32.dll scesrv.dll srvcli.dll aelupsvc.dll samsrv.dll authz.dll usp10.dll appidsvc.dll appidsvc.dll appinfo.dll appmgmts.dll KernelBase.dll rascfg.dll rascfg.dll rascfg.dll ntdll.dll rascfg.dll rascfg.dll esent.dll rascfg.dll rascfg.dll rascfg.dll rascfg.dll audiosrv.dll user32.dll audiosrv.dll AxInstSv.dll bdesvc.dll cryptsp.dll mswsock.dll wship6.dll netlogon.dll dnsapi.dll qmgr.dll browser.dll browser.dll bthserv.dll certprop.dll certprop.dll msvcrt.dll comres.dll comres.dll comres.dll comres.dll cryptsvc.dll System.ni.dll cscsvc.dll cscsvc.dll oleres.dll oleres.dll cryptsp.dll defragsvc.dll dhcpcore.dll System.Data.dll UtcResources.dll dot3svc.dll dps.dll eapsvc.dll efssvc.dll wevtsvc.dll credssp.dll FXSRESM.dll fdPHost.dll cryptsp.dll FDResPub.dll FntCache.dll gpapi.dll hidserv.dll ListSvc.dll provsvc.dll ServiceModelInstallRC.dll ieetwcollectorres.dll IPBusEnum.dll iphlpsvc.dll keyiso.dll srvsvc.dll srvsvc.dll srvsvc.dll wkssvc.dll wkssvc.dll ntdll.dll wkssvc.dll wkssvc.dll wkssvc.dll lltdres.dll wintrust.dll SensApi.dll lmhsvc.dll ehres.dll mmcss.dll mmcss.dll FirewallAPI.dll rsaenh.dll msadce.dll FirewallAPI.dll PresentationFramework.dll WebClnt.dll WebClnt.dll iscsidsc.dll imagehlp.dll msimsg.dll netman.dll SensApi.dll ServiceModelInstallRC.dll ServiceModelInstallRC.dll ServiceModelInstallRC.dll ServiceModelInstallRC.dll netprofm.dll nlasvc.dll nsisvc.dll pnrpsvc.dll pnrpsvc.dll appinfo.dll p2psvc.dll pcasvc.dll PeerDistSvc.dll pla.dll umpnpmgr.dll pnrpauto.dll polstore.dll umpo.dll profsvc.dll psbase.dll qwave.dll rasauto.dll rasmans.dll sstpsvc.dll sstpsvc.dll mprdim.dll regsvc.dll RpcEpMap.dll SCardSvr.dll schedsvc.dll sdrsvc.dll seclogon.dll mciavi32.dll Sens.dll sensrsvc.dll SessEnv.dll ipnathlp.dll shsvcs.dll tcpipcfg.dll oleaut32.dll tcpipcfg.dll tcpipcfg.dll sppuinotify.dll ssdpsrv.dll wiaservc.dll vmstorfltres.dll StorSvc.dll wow64cpu.dll swprv.dll sysmain.dll TabSvc.dll tapisrv.dll termsrv.dll sechost.dll ntdll.dll themeservice.dll trkwks.dll umrdp.dll upnphost.dll vaultsvc.dll w32time.dll wbiosrvc.dll System.Data.OracleClient.dll wcncsvc.dll WcsPlugInService.dll kernel32.dll wdi.dll wdi.dll winsta.dll wecsvc.dll wercplsupport.dll wersvc.dll ntdll.dll MsMpRes.dll winhttp.dll Microsoft.MediaCenter.UI.ni.dll WMIsvc.dll WsmSvc.dll wlansvc.dll wpcsvc.dll wpdbusenum.dll wscsvc.dll wuaueng.dll WUDFSvc.dll wwansvc.dll ubpm.dll wtsapi32.dll wmsgapi.dll,normal
 ntdll.dll mscoreei.dll imm32.dll kernel32.dll sechost.dll msctf.dll lpk.dll advapi32.dll kernel32.dll rpcrt4.dll System.Web.dll rsaenh.dll msvcrt.dll user32.dll gdi32.dll usp10.dll KernelBase.dll profapi.dll RpcRtRemote.dll winsta.dll shlwapi.dll cryptbase.dll apphelp.dll sspicli.dll scext.dll secur32.dll scesrv.dll srvcli.dll ws2_32.dll nsi.dll authz.dll cryptsp.dll mswsock.dll wship6.dll credssp.dll ubpm.dll wtsapi32.dll GdiPlus.dll lpk.dll msv1_0.dll cryptdll.dll esent.dll psapi.dll samlib.dll,normal
 ntdll.dll Microsoft.VisualStudio.Tools.Applications.Runtime.v9.0.ni.dll kernel32.dll KernelBase.dll advapi32.dll rsaenh.dll msvcrt.dll sechost.dll msasn1.dll rpcrt4.dll shell32.dll shlwapi.dll gdi32.dll SensApi.dll user32.dll lpk.dll usp10.dll imm32.dll msctf.dll SensApi.dll ole32.dll cryptbase.dll uxtheme.dll propsys.dll oleaut32.dll comctl32.dll clbcatq.dll profapi.dll scrobj.dll urlmon.dll api-ms-win-downlevel-ole32-l1-1-0.dll api-ms-win-downlevel-shlwapi-l1-1-0.dll api-ms-win-downlevel-advapi32-l1-1-0.dll api-ms-win-downlevel-user32-l1-1-0.dll api-ms-win-downlevel-version-l1-1-0.dll version.dll api-ms-win-downlevel-normaliz-l1-1-0.dll normaliz.dll System.Data.OracleClient.ni.dll iertutil.dll wininet.dll userenv.dll secur32.dll sspicli.dll setupapi.dll cfgmgr32.dll ole32.dll devobj.dll mpr.dll,normal
